id	name	iso_code	glottocode	phylum_id	genus_id	contributor_id	source	comments	dialect	latitude	longitude	head_dialect	alternate_names	deprecated
385	Frisian (North)	frr		3	8	3	Lasswell, Steven Theophilos. 1998. An ecological reference grammar of Sölring North Frisian. Santa Barbara, CA: UCSB dissertation.	"The dental phoneme /ð/ is now very infrequent in usage, having largely merged into /r/ or /l/ in recent times (p. 87). Except for initially, the voiced [velar stops] are generally fricativized (p. 88). The (voiceless) palatal stop /c/ occurs medially and finally, in initial position and in initial consonant clusters, it is now affricated to [tʃ] (pp. 88–89). The velar [nasal] does not occur in initial position... The phoneme /r/ has the widest range of allophony of all the consonants. It is (a) trilled initially and (b) flapped as part of a cluster... Intervocalically, it is (c) a flap or, in rapid speech, an approximant. Before a stop, it occurs (d) as the voiceless velar fricative [x]. In final position (e) following the diphthong /au/ [aʷ], it is lost entirely; in other syllble-final environments, it vocalizes (f) to [ɐ̯] except for of Uastring.., for whom it also disappears (p. 89). In the labiodental series, final /v/ is devoiced... [M]edially in a voiced environment, [the voiceless alveolar sibilant] is voiced at the beginning of an unaccented syllable, particularly if the preceding syllable is long... PostaIveolar /ʃ/ occurs only in initial position (p. 90). The phoneme /x/ occurs only medially and finally, where it has two allophones: velar [x] following back vowels (including [a]) and palatal [ç] after front vowels... The glottal fricative occurs only syllable-initially... [The palatal approximant] is found only syllable-initially (p. 91). The long open-mid sounds /ɛː/ and /ɔː/, however, are relics that have lost their contrastiveness in the speech of most present-day speakers, having merged into the corresponding long close-mid phonemes (pp. 92–93). Willkommen (1991) posits only one ""true"" diphthong at the phonemic Ievel, namely /ua/... the sounds in the present-day language seem better characterized synchronicalIy as diphthongs (p. 96). The unstressed allophone of /e/ [is] [ə] (p. 99). [T]he medial cluster -njs- has... by now palatalized to [ɲʒ]... A consistent exception to [lowering of short vowels] is found in the tense, closed articulation [i] < /i/ before [ŋ] in both stressed and unstressed syllables (p. 101)."	0	54.9	8.333333333			0
386	Dargwa (Icari)	dar		5	133	3	Sumbatova, Nina, and Rasul Mutalov. 2003. A Grammar of Icari Dargwa. Newcastle: LINCOM Europa.	Pharyngealized and non-pharyngealized vowels are phonemically distinct... However, in most cases pharyngealization can be viewed as a phenomenon of the morphophonetic level, i.e. a property of a morpheme... Long vowels are rather marginal. In most cases, they result from sandhi processes at morphemic boundaries... there are a few roots and affixes containing long vowels (1.1). The sound [f] is attested only in a few ideophones... Icari also has labialized consonants... velar and uvular labialized consonants appear in a few nominal and verbal roots... Only velar and uvular labialized consonants (if any) can be treated as phonemes, the others are more adequately analysed as phonetic realisations of the consequence '(non-labialized) consonant + /u/'. (1.2).	0	41.99805556	47.57333333			0
387	Sumi (Sema)	nsm		4	29	1	Teo, Amos. 2012. Sumi (Sema). Journal of the International Phonetic Association 42.365–373. doi:10.1017/S0025100312000254.	The canonical syllable shape is CV. VC shape can appear due to sesquisyllabic effects (amla [am11 la11] ‘chest’—a relational prefix <a> + the sesquisyllabic root <m̩la>). Lexically onsetless syllables sometimes attach a glottal stop. Postalveolar affricates and fricatives turn into alveolars before [ɨ a]. /v/ turns to [w] before [o u]. /ɹ/ is found only in borrowed words, but displays native tonal contrasts. /ʒ/ is in free variation with [dʒ]. Velars palatalise to palatal obstruents before [i e].	0	26.0	94.52377			0
388	Khalaj	klj		16	135	1	Doerfer, Gerhard. 1988. Grammatik des Chaladsch. Turcologica Bd. 4. Wiesbaden: O. Harrassowitz.	The consonant system given here is an abstraction over the systems of 20+ dialects surveyed by Doerfer, some of which may not have all of the phonemes (e.g., /g/ vs. /ɣ/ and /q/ vs. /ɢ/ are sometimes mutually exclusive). However, due to a high degree of interdialect influence and lexical mixing it seems infeasible to separate pure systems (details of which are not consistently given by Doerfer himself). /f ʒ/ are restricted to Iraninan borrowings; /dʒ/ is also found in borrowings and after /n/. /v w/ are inlaut variants of /b/, they vary freely; /m/ arises due to assimilation of /n/.	0	34.32	49.73			0
389	Chuvash	chv		16	136	1	Clark, Larry. 1998. Chuvash. The Turkic languages, ed. by Lars Johanson and Éva Ágnes Csató, 435–452.	Precise phonetic value of /œ ɞ/ is not certain. It was implied from verbal descriptions of ‘reduced’/‘lax’ vowels /ă ĕ/ in different sources. /o b d̪ g f z ʐ ts/ are found in Russian borrowings.	0	55.438623	47.119311			0
390	Bashkir	bak		16	107	1	Poppe, Nicholas. 1964. Bashkir manual: Descriptive grammar and texts with a Bashkir-English glossary. Indiana University publications, Uralic and Altaic series 36. Bloomington: Indiana University.	Vowel-initial syllables obligatorily acquire a glottal stop as onset. /f, v, ts, z, tʃ, ʒ, e, ɔ/ are found only in borrowings. Glottal stop has phonemic value only in borrowings from Arabic. The interpretation of the vowels inventory is preliminary.	0	53.0	55.6			0
391	So	sss		8	58	1	Brian Migliazza, A grammar of So—A Mon-Khmer language of Northeast Thailand, PhD thesis, Mahidol inversity, 1998	/f/ is mostly found in loans form Thai. /w/ and /j/ are sometimes in free variation. /ia ua/ (in both registers) are in variation with [iɤ uɤ]. Breathy registered vowels ‘generally’ have a low-rising pitch. For a related language western Bru, /wʔ and /jʔ/ are treated in (Tebow and Lew 2013) not as clusters but as glottalised segments; the authors also posit prenasalised phonemic segments where Migliazza posits syllabic nasals in minor syllables.	0	17.356986	104.269954			0
392	Bru (Western)	brv		8	58	1	Tebow, Charles Thomas II; and Sigrid Lew. 2013. A Phonological Description of Western Bru, Sakon Nakhorn Variety, Thailand. Mon-Khmer Studies 42.127–139.	Unlike in So, vowels contrasts in minor syllables are entirely neutralised and the vowels are predictable from context, except in loan words. /f/ is found in borrowings from Thai as an allophone of /pʰ/, which usually replaces it. Initial vowels are preceded by a glottal stop.	0	17.370871	103.809554			0
393	Kazakh	kaz		16	107	1	Kaydarov, A.T. 1996. Kazakhskiy yazyk. Yazyki mira. Tyurkskiye yazyki, ed. by Edgem R. Tenishev, 242–254. Moscow: RAS.	Initial clusters are found in Russian loans.	0	49.924941	67.829377			0
394	Nogai	nog		16	107	1	Csató, Éva Ágnes; and Birsel Karakoç. 1998. Noghay. The Turkic languages, ed. by Lars Johanson and Éva Ágnes Csató, 333–343; Baskakov, N.A. 1996. Nogayskiy yazyk. Yazyki mira. Tyurkskiye yazyki, ed. by Edgem R. Tenishev, 328–335. Moscow: RAS.	/f ts tʃ/ are found in Russian loans.	0	45.434241	42.191366			0
395	Uzbek	uzb		16	106	1	Boeschoten, Hendrik. 1998. Uzbek. The Turkic languages, ed. by Lars Johanson and Éva Ágnes Csató, 357–378.	/ts ɕː/ are found in Russian loans.	0	41.228557	64.765392			0
396	Shor	cjs		16	109	1	Donidze, G.I. 1996. Shorskiy yazyk. Yazyki mira. Tyurkskiye yazyki, ed. by Edgem R. Tenishev, 497–506. Moscow: RAS.	/ts v f ɕː/ and palatalised coronals are found in Russian loans.	0	53.058381	88.014557			0
397	Balkar	krc		16	107	1	Chechenov, A.A.; and I.Kh. Akhmatov. 1996. Balkarskiy yazyk. Yazyki mira. Tyurkskiye yazyki, ed. by Edgem R. Tenishev, 272–286. Moscow: RAS.	Initial clusters found in loans.	0	43.611577	42.213575			0
398	Chulym	clw		16	109	1	Biryukovich, R.M. 1996. Chulymsko-tyurkskiy yazyk. Yazyki mira. Tyurkskiye yazyki, ed. by Edgem R. Tenishev, 491–497. Moscow: RAS.	The syllable inventory may be incomplete.	0	54.564277	78.326638			0
399	Ukrainian	ukr		3	16	1	Pugh, Stefan; and Ian Press. 1999. Ukrainian: A comprehensive grammar. London ; New York: Routlege.		0	50.455084	30.526337			0
400	Kabardian	kbd		21	121	1	Wood, Sidney A.J. 1991. A spectrographic analysis of vowel allophones in Kabardian. Lund Working Papers in Linguistics 42.241–250.		0	43.592999	42.840917			0
401	Zurich German	gsw	swis1247	3	8	3	Fleischer, Jürg & Stephan Schmid. 2006. Zurich German. Journal of the International Phonetic Association 36(2). 243–253.	"""Words can begin with a vowel; i.e. in contrast to Standard German, initial vowels are not preceded by the glottal stop [ʔ], which occurs only marginally, for example, in the reinforced negation particle [ˈnoeʔoe]/[ˈhoeʔoe] ‘nope’. Also in contrast to Standard German, unvoiced plosives before stressed vowels are not aspirated; rather, aspiration is lexically determined and typical of borrowed items, such as [pʰɒkx] ‘parcel’ or [tʰeː] ‘tea’. (Fleischer & Schmid 2006: 244). A striking structural feature of the Zurich German consonant system is that it completely lacks voiced obstruents; nevertheless, two series of homorganic obstruents are distinguished... In the present description, the terms ‘fortis’ and ‘lenis’ are employed in accordance with their traditional definition. Thus, the terms refer to two phonologically distinct series of homorganic obstruents that are both unvoiced, meaning that a feature other than [±voiced] is the phonetic correlate of the distinction (Fleischer & Schmid 2006: 245). The schwa vowel [ə] is restricted to unstressed syllables... In stressed syllables, all vowel qualities are used for both short and long phonemes with the exception of short /œ/, which has only a marginal status (Fleischer & Schmid 2006: 247)."""	1	47.377455	8.536715	212		0
402	Basque (Gernika)	eus	basq1248	10	71	2	Hualde, José Ignacio. 1991. Basque phonology. London: Routledge.		1	43.3	-2.7	15		0
403	Basque (Arbizu)	eus	basq1248	10	71	2	Hualde, José Ignacio. 1991. Basque phonology. London: Routledge.		1	42.9	-2.0	15		0
404	Abkhaz (Abzhywa)	abk		21	120	2	Бгажба, Х.С. 1964. Бзыбский диалект абхазского языка. Тбилиси: Издательство Академии наук Грузинской ССР.	f’/ is only found in one word meaning 'narrow'. /ʔ/ is also found in only one word, but the latter means 'no' and is thus hardly phonemic.	1	42.8	41.5	63		0
405	Arbëresh Albanian (Kundisa)	aae		3	4	2	"Shkurtaj, Gjovalin. 2006. Ligjërimet arbëreshe. ""Gjuha e bukës"" dhe ""gjuha e zemrës"". Shqyrtime dialektologjike dhe sociolinguistike në ngulimet arbëreshe të Italisë. Tiranë."	/θ/ and /ð/ might be absent.	1	37.73	13.18	28		0
406	Asturian (North-Eastern)	ast		3	15	2	"Arias, Álvaro. 2009. El asturiano: situación actual y caracterización fonológica y morfosintáctica. Minorized Languages in Europe. State and Survival, ed. por Josep R. Guzmán y Joan Verdegal, Santiago de Compostela & Brno: Compostela Group of Universities & Masaryk University Press, 234–265."		1	43.3	-4.8	6		0
407	Brahui (Jahlawān)	brh		12	74	2	"Andronov, M.S. 1980. The Brahui language. Moscow: ""Nauka"" publishing house, Central Department of Oriental Literature; Eflenbein, Josef. 1997. Brahui phonology. Phonologies of Asia and Africa (Including the Caucasus), volume 1. Eds: Alan S. Kaye. Winona Lake, Indiana: EISENBRAUNS."		1	25.8	66.5	156		0
408	Burushaski (Nagar)	bsk		28	132	2	Anderson, Gregory D.S. 1997. Burushaski phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 1021–1041. Winona Lake, Indiana: Eisenbrauns.		1	36.27	74.73	105		0
409	Burushaski (Werchikwar)	bsk		28	132	2	Anderson, Gregory D.S. 1997. Burushaski phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 1021–1041. Winona Lake, Indiana: Eisenbrauns.		1	36.38	73.33	105		0
410	Wazirwola (South Wazīrī)	pst		3	14	2	Elfenbein, Josef. 1997. Pahsto phonology. Kaye, Alan S., and Peter T. Daniels (eds.) Phonologies of Asia and Africa (including the Caucasus). Vol. 1, 733–760. Winona Lake, Indiana: Eisenbrauns.		1	32.3	69.6	311		0
411	Chechen (Pẋarçxoy Äqqiy)	che		5	48	2	Арсаханов И.А. 1969. Чеченская диалектология. Грозный, Чечено-Ингушское книжное издательство.	Äqqiy dialects other than Pẋarçxoy do not have the /ʕ/ phoneme.	1	43.12	46.48	17		0
412	Chechen (Şaroy)	che		5	48	2	Арсаханов И.А. 1969. Чеченская диалектология. Грозный, Чечено-Ингушское книжное издательство.		1	42.63	45.8	17		0
413	Chechen (Ҫ̇äberloy)	che		5	48	2	Арсаханов И.А. 1969. Чеченская диалектология. Грозный, Чечено-Ингушское книжное издательство.		1	42.6	46.0	17		0
414	Czech (Moravian)	ces		3	16	2	Šárka Šimáčková; Václav Jonáš Podlipský; Kateřina Chládková. 2012. Czech spoken in Bohemia and Moravia. Journal of the International Phonetic Association, 42/2.		1	49.2	16.6	152		0
415	Meadow Mari (Joškar-Ola)	mhr		15	97	2	Галкин, И.С.; Исанбаев, Н.И.; Пенгитов, Н.Т.; Барцева З.Ф. (eds.) 1960. Современный марийский язык. Фонетика. Йошкар-Ола: Марийское книжное издательство.	/ɸ/, /x/ might occur in borrowings in some speakers.	1	56.6	47.9	57		0
416	Meadow Mari (Volga)	mhr		15	97	2	Галкин, И.С.; Исанбаев, Н.И.; Пенгитов, Н.Т.; Барцева З.Ф. (eds.) 1960. Современный марийский язык. Фонетика. Йошкар-Ола: Марийское книжное издательство.		1	56.0	48.0	57		0
417	Irish (Corca Dhuibhne)	gle		3	7	3	Ó Sé, Diarmuid. 2000. Gaeilge Chorca Dhuibhne. Institiúd Teangeolaíochta Éireann, Dublin.		1	52.1334874	-10.454521	247		0
418	Kabardian (Turkish)	kbd		21	121	2	Gordon, Matthew; Applebaum, Ayla. 2006. Phonetic Structures of Turkish Kabardian. Journal of the International Phonetic Association 36 (2), 159-186.	/oː/, /eː/, /uː/, /iː/ are non-phonemic. [ɣʷ] is an allophone of /gʷ/ non-word-initially.	1	38.72	36.39	400		0
419	Kabardian (Ulyap)	kbd		21	121	2	Мороз, Г.А. 2012. Консонантная система уляпского говора в сопоставлении с аналогами других диалектов адыгских языков. Москва: Высшая школа экономики (http://www.hse.ru/data/2014/02/11/1327605680/2012%20%D0%9A%D0%BE%D0%BD%D1%81%D0%BE%D0%BD%D0%B0%D0%BD%D1%82%D0%BD%D0%B0%D1%8F%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0%20%D1%83%D0%BB%D1%8F%D0%BF%D1%81%D0%BA%D0%BE%D0%B3%D0%BE%20%D0%B3%D0%BE%D0%B2%D0%BE..%D1%80%D1%83%D0%B3%D0%B8%D1%85%20%D0%B4%D0%B8%D0%B0%D0%BB%D0%B5%D0%BA%D1%82%D0%BE%D0%B2%20%D0%B0%D0%B4%D1%8B%D0%B3%D1%81%D0%BA%D0%B8%D1%85%20%D1%8F%D0%B7%D1%8B%D0%BA%D0%BE%D0%B2.pdf)		1	45.05	39.95	400		0
