iso_code	inventory_id	name	Contributor_ID	count_phonemes	count_consonants	count_vowels	count_tones	glot_fam	pop	forty_mean	continent	names	p_a	source	wals_code	wals_value	wals_p_a	round_count_tones	lat	lon
mpt	973	Mianmin	PH	25	13	8	4	Nuclear_Trans_New_Guinea	1400	3.654	NG and Oceania	MIAN	1	phoible	NA	NA	NA	4	-4.9	141.62
mqb	1408	Mbuko	GM	45	34	8	3	Afro-Asiatic	15000	4.438	Africa	MBUKO,MBUKO_2	1	phoible	NA	NA	NA	3	10.77	14.17
mqs	NA	NA	NA	NA	NA	NA	0	North_Halmahera	12000	3.764	NG and Oceania	BOBAWA,MALAPA,NGOFABOBAWA,SABALE,TAFASOHO,TAGONO,TALAPAO,WEST_MAKIAN	0	wals	wma	1	0	NA	0.5	127.58
mrc	NA	NA	NA	NA	NA	NA	0	Cochimi-Yuman	35	3.95	W N America	MARICOPA	0	wals	mar	1	0	NA	33.17	-113.17
mrg	1768	Mising	RA	46	34	9	3	Sino-Tibetan	551000	3.345	S/SE Asia	MISING	1	phoible	NA	NA	NA	3	28.5	94.83
mrh	12	Mara (Lakher)	EA	NA	NA	NA	3	Sino-Tibetan	54800	3.554	S/SE Asia	LAKHER_MARA	1	phoible	NA	NA	NA	3	23	93.17
mri	42	Maori	SPA	20	10	10	0	Austronesian	157980	4.194	S/SE Asia	MAORI,MOORIORI,SOUTH_ISLAND_MAORI	0	phoible	mao	1	0	0	-40	176
mrj	multiple	Hill Mari (Kozmodemjansk)	multiple	33.5	23.5	10	0	Uralic	30000	3.862	N-C Asia	HILL_MARI,TSCHEREMISSISCH_KOZMODEMJANSK	0	phoible	NA	NA	NA	0	57	58
mrr	1701	Abujmaria	RA	39	22	17	0	Dravidian	165000	3.894	S/SE Asia	ABUJHMARIA,HILL_MARIA_GONDI	0	phoible	NA	NA	NA	0	19.5	81
mrt	126	Margi	SPA	44	36	6	2	Afro-Asiatic	135000	3.838	Africa	MARGI	1	phoible	mrg	2	1	2	11	13
mru	1344	Mono	GM	62	35	24	3	Atlantic-Congo	300	3.076	Africa	MONO_2	1	phoible	NA	NA	NA	3	8.75	14.25
mrw	NA	NA	NA	NA	NA	NA	0	Austronesian	866000	4.382	S/SE Asia	MARANAO	0	wals	mrn	1	0	NA	7.83	124.3
mrz	NA	NA	NA	NA	NA	NA	0	Anim	7000	3.765	NG and Oceania	MARINDINEESCH	0	wals	mrd	1	0	NA	-7.83	140.17
mtg	NA	NA	NA	NA	NA	NA	NA	Nuclear_Trans_New_Guinea	5600	3.883	NG and Oceania	UNA,UNA_2	1	wals	una	2	1	NA	-4.67	140
mto	NA	NA	NA	NA	NA	NA	0	Mixe-Zoque	5470	2.974	C America	NORTH_HIGHLAND_MIXE	0	wals	mtp	1	0	NA	17.25	-96
mua	1343	Mundang	GM	67	37	27	3	Atlantic-Congo	326700	3.167	Africa	MUNDANG,MUNDANG_2	1	phoible	NA	NA	NA	3	9.67	14.5
muc	1619	Ajumbu	GM	39	26	10	3	Atlantic-Congo	200	3.9	Africa	MBU	1	phoible	NA	NA	NA	3	6.4	10.05
muh	780	mündü	AA	41	29	9	3	Atlantic-Congo	25800	3.562	Africa	MONDO,MUNDU,MUNDU_2	1	phoible	NA	NA	NA	3	4.5	30
muo	1181	Bali-Kumbat	PH	42	23	14	5	Atlantic-Congo	30000	4.571	Africa	NYONG	1	phoible	NA	NA	NA	5	5.92	10.42
mur	793	murle	AA	34	20	14	0	Surmic	60000	3.897	Africa	MURLE	0	phoible	mrl	2	1	0	6.5	33.5
mut	multiple	Muria Gondi	multiple	26	21	5	0	Dravidian	400000	4.394	S/SE Asia	WESTERN_MURIA	0	phoible	NA	NA	NA	0	20.24	80.7
muy	1410	Muyang	GM	46	27	14	5	Afro-Asiatic	30000	4.183	Africa	MUYANG,MUYANG_2	1	phoible	NA	NA	NA	5	10.83	14.25
mvi	multiple	Miyako (Ogami)	multiple	19	14	5	0	Japonic	67700	3.668	N-C Asia	AZA_IRABU_MIYAKO,FUKUSATO_MIYAKO,KUNINAKA_MIYAKO,MIYAKO,NISHIHARA_MIYAKO	0	phoible	NA	NA	NA	0	24.81	125.19
mvy	346	Indus Kohistani (Kanyawali)	EA	NA	NA	NA	0	Indo-European	200000	3.288	S/SE Asia	INDUS_KOHISTANI,KOHISTANI_INDUS	0	phoible	NA	NA	NA	0	35.62	72.35
mvz	1458	Masqan	GM	41	34	7	0	Afro-Asiatic	195000	4	Africa	MESQAN	0	phoible	NA	NA	NA	0	8.1	38.34
mwf	2634	Murrinh-patha	ER	28	24	4	0	Southern_Daly	1830	5.014	Australia	MURRINH_PATHA_1,MURRINH_PATHA_2	0	phoible	mpa	1	0	0	-14.67	129.67
mwk	779	maninka-kan	AA	33	19	14	0	Mande	434000	3.621	Africa	MANINKAKAN_KITA	0	phoible	NA	NA	NA	0	13	-9.5
mwl	multiple	Mirandese	multiple	49	22	27	0	Indo-European	15000	4.729	W and SW Eurasia	MIRANDESE	0	phoible	NA	NA	NA	0	41.54	-6.38
mwp	multiple	Kala Kawaw Ya	multiple	24	18	6	0	Pama-Nyungan	1220	4.257	Australia	KALA_LAGGAW_YA	0	phoible	kly	1	0	0	-10.12	142.12
mwt	1673	Moken	GM	38	20	18	0	Austronesian	6000	4.591	S/SE Asia	MOKEN	0	phoible	NA	NA	NA	0	9.08	97.83
mxj	1767	Mishmi	RA	54	34	16	4	Sino-Tibetan	18200	2.85	S/SE Asia	KAMAN	1	phoible	NA	NA	NA	4	29	96
mxu	931	Mada	PH	40	22	13	5	Afro-Asiatic	17000	4.423	Africa	MADA_CAMEROON	1	phoible	NA	NA	NA	5	10.83	14.17
mya	multiple	Burmese	multiple	53.33	33.33	17.67	2.75	Sino-Tibetan	32906490	3.15	S/SE Asia	BURMESE,YANGON_BURMESE	1	phoible	brm	3	1	3	21	96
myb	1474	Mbay	GM	44	22	19	3	Central_Sudanic	88300	3.214	Africa	MBAY	1	phoible	NA	NA	NA	3	8.25	17.5
mye	1263	myene	GM	36	29	7	0	Atlantic-Congo	45000	4.18	Africa	B11c_GALWA_1,B11c_GALWA_2,DYUMBA,ENENGA,GALWA,GALWA_2,MPONGWE,MYENE,MYENE_2,ORUNGU,ORUNGU_2	0	phoible	NA	NA	NA	0	-1.25	9.5
myf	1349	Northern Mao	GM	36	23	10	3	Blue_Nile_Mao	2300	3.862	Africa	BAMBASSI,NORTHERN_MAO	1	phoible	NA	NA	NA	3	9.7	34.6
myh	NA	NA	NA	NA	NA	NA	0	Wakashan	NA	5.787	W N America	MAKAH	0	wals	mak	1	0	NA	48.33	-124.67
myk	786	minyanka	AA	50	29	19	2	Atlantic-Congo	738000	3.8	Africa	MAMARA_SENOUFO,MINYANKA_MAMARA	1	phoible	NA	NA	NA	2	12.5	-5.5
mym	1472	Me'en	GM	40	26	14	0	Surmic	157300	3.718	Africa	MEEN	0	phoible	NA	NA	NA	0	5	37
myo	1661	Anfillo	GM	48	38	10	0	Ta-Ne-Omotic	500	4.122	Africa	ANFILLO,SOUTHERN_MAO	0	phoible	NA	NA	NA	0	8.6	34.6
myp	NA	NA	NA	NA	NA	NA	NA	Mura-Piraha	390	4.647	S America	PIRAHA	1	wals	prh	2	1	NA	-7	-62
myu	1129	Mundurukú	PH	39	17	20	2	Tupian	8000	4.243	S America	MUNDURUKU	1	phoible	NA	NA	NA	2	-7	-58
myv	multiple	Erzya (Standard)	multiple	35	29	6	0	Uralic	96860	4.062	N-C Asia	ERZYA,ERZYA_2	0	phoible	NA	NA	NA	0	53	45.5
myx	1367	Orusyan	GM	63	51	12	0	Atlantic-Congo	1650000	3.867	Africa	MASABA,MASABA_2,YOBO	0	phoible	NA	NA	NA	0	1.33	34.25
mzh	NA	NA	NA	NA	NA	NA	0	Matacoan	15000	4.494	S America	MATACO,WICHI_LHAMTES_GUISNAY	0	wals	wch	1	0	NA	-22.5	-62.58
mzk	774	mambila	AA	43	25	16	2	Atlantic-Congo	99000	2.75	Africa	MAMBILA	1	phoible	NA	NA	NA	2	6.75	11.5
mzm	NA	NA	NA	NA	NA	NA	NA	Atlantic-Congo	400000	3.103	Africa	MUMUYE	1	wals	mum	3	1	NA	9	11.67
mzp	NA	NA	NA	NA	NA	NA	0	Movima	1170	5.224	S America	MOVIMA	0	wals	mov	1	0	NA	-13.83	-65.67
mzw	787	mo	AA	52	22	30	0	Atlantic-Congo	44000	3.95	Africa	DEG	0	phoible	NA	NA	NA	0	8.44	-2.29
nab	NA	NA	NA	NA	NA	NA	NA	Nambiquaran	720	5.564	S America	NAMBIKWARA	1	wals	nmb	3	1	NA	-13	-59
nam	2635	Ngan'gityemerri	ER	23	19	4	0	Southern_Daly	180	5.172	Australia	NGANGIKURRUNGGURR,NGENGOMERI	0	phoible	NA	NA	NA	0	-14	130.5
nan	NA	NA	NA	NA	NA	NA	NA	Sino-Tibetan	49797500	3.192	S/SE Asia	AMOY_MINNAN_CHINESE,CHAOYANG_CHINESE,DONGSHAN_CHINESE,HAINAN_MINNAN_CHINESE,MINSOUTH_AMOY,MINSOUTH_CHAOZHOU,MINSOUTH_HAIKOU,MINSOUTH_HAINAN,MINSOUTH_LEIZHOU	1	wals	hok	3	1	NA	25	118
naq	155	Nama	SPA	33	19	8	6	Khoe-Kwadi	202200	3.873	Africa	KHOEKHOEGOWAB,NAMA,NAMA_2	1	phoible	kho	3	1	6	-25.5	18
nas	60	Nasioi	SPA	18	8	10	0	South_Bougainville	20000	4.014	NG and Oceania	NASIOI	0	phoible	NA	NA	NA	0	-6.33	155.58
nav	66	Navaho	SPA	54	36	16	2	Athabaskan-Eyak-Tlingit	167000	3.55	W N America	NAVAHO,NAVAJO	1	phoible	nav	2	1	2	36.17	-108
naw	1660	Nawuri	GM	40	29	9	2	Atlantic-Congo	14000	4.5	Africa	NAWURI	1	phoible	NA	NA	NA	2	8.17	0.1
nay	2795	Yaraldi	ER	25	20	5	0	Pama-Nyungan	NA	4.348	Australia	YARALDI	0	phoible	NA	NA	NA	0	-36	140
nbi	1765	Mao-Naga	RA	30	20	6	4	Sino-Tibetan	81000	3.417	S/SE Asia	NAGA_MAO	1	phoible	NA	NA	NA	4	25.5	94.33
nbj	multiple	Bilinarra	multiple	23	17	6	0	Pama-Nyungan	60	5.524	Australia	NGARINMAN_BILINARA	0	phoible	NA	NA	NA	0	-16	131.67
ncb	1773	Nicobarese	RA	35	16	19	0	Austroasiatic	10100	4.013	S/SE Asia	NANCAWRI	0	phoible	nnc	1	0	0	8.05	93.5
ncj	NA	NA	NA	NA	NA	NA	0	Uto-Aztecan	60000	4.419	C America	NAHUATL_DEL_NORTE_DEL_ESTADO_DE_PUEBLA,NAHUATL_XILOCUAUTLA_HUAUCHINANGO	0	wals	nhn	1	0	NA	20	-98.25
nck	2678	Nakara	ER	25	20	5	0	Maningrida	51	6.483	Australia	NAKARA	0	phoible	NA	NA	NA	0	-12.08	134.33
ncr	1600	Nchane	GM	41	17	18	6	Atlantic-Congo	13200	2.75	Africa	MUNGONG,NCANE	1	phoible	NA	NA	NA	6	6.5	10.58
ncu	686	chumburung	AA	30	21	9	0	Atlantic-Congo	69000	4.108	Africa	CHUMBURUNG,NCHUMURU	0	phoible	NA	NA	NA	0	8.35	-0.35
nde	1491	Ndebele	GM	68	61	5	2	Atlantic-Congo	1634800	3.677	Africa	NDEBELE_ZIMBABWE,NORTHERN_NDEBELE,S44_NDEBELE_ZIMBABWE,SOUTHERN_NDEBELE,ZIMBABWE_NDEBELE	1	phoible	NA	NA	NA	2	-19.5	28.5
ndh	1471	Chindali	GM	31	17	10	4	Atlantic-Congo	263000	4	Africa	NDALI,NDALI_2,SUKWA	1	phoible	NA	NA	NA	4	-9.45	33.4
ndi	992	Samba Leko	PH	34	22	9	3	Atlantic-Congo	62000	3.474	Africa	SAMBA_LEKO	1	phoible	NA	NA	NA	3	8.5	12.5
ndj	1611	Ndamba	GM	24	19	5	0	Atlantic-Congo	196000	4.327	Africa	KINDAMBA,NDAMBA,NDAMBA_2	0	phoible	NA	NA	NA	0	-8.4	36.03
ndo	multiple	ndonga	multiple	34.5	28	5	1.5	Atlantic-Congo	570000	3.361	Africa	NDONGA,NDONGA_2	1	phoible	NA	NA	NA	2	-18	17
ndv	NA	NA	NA	NA	NA	NA	NA	Atlantic-Congo	43000	3.158	Africa	NDUT,NDUT_2,NDUT_FALOR	1	wals	ndt	3	1	NA	14.91	-16.98
ndz	1436	Ndogo	GM	38	29	5	4	Atlantic-Congo	20000	2.517	Africa	NDOGO	1	phoible	NA	NA	NA	4	7.75	27
neb	multiple	toura	multiple	44.5	20	20.5	4	Mande	50000	2.433	Africa	TOURA	1	phoible	NA	NA	NA	4	7.9	-7.5
new	NA	NA	NA	NA	NA	NA	0	Sino-Tibetan	861000	3.25	S/SE Asia	DOLAKHA_NEWAR,KHWOPA_NEWAR	0	wals	new	1	0	NA	27.67	85.5
nez	81	Nez Perce	SPA	36	26	10	0	Sahaptian	100	4.842	W N America	NEZ_PERCE	0	phoible	nez	1	0	0	46	-116
nfr	795	nafaanra	AA	44	25	19	0	Atlantic-Congo	61000	3.975	Africa	NAFAARA,NAFAARA_2	0	phoible	NA	NA	NA	0	8	-2.58
nfu	1601	Mfumte	GM	89	74	10	5	Atlantic-Congo	24700	2.757	Africa	MFUMTE	1	phoible	NA	NA	NA	5	6.67	11
nga	800	ngbaka	AA	34	22	12	0	Atlantic-Congo	1016650	3.337	Africa	NGBAKA,NGBAKA_2	0	phoible	NA	NA	NA	0	3.5	20
ngb	801	ngbandi	AA	31	19	12	0	Atlantic-Congo	250290	2.895	Africa	NORTHERN_NGBANDI	0	phoible	NA	NA	NA	0	3.83	22.33
nge	936	Ngemba	PH	40	29	9	2	Atlantic-Congo	18800	3.486	Africa	MANKON,NGEMBA	1	phoible	NA	NA	NA	2	6.2	10
ngi	NA	NA	NA	NA	NA	NA	NA	Afro-Asiatic	80000	4.291	Africa	NGIZIM,NGIZIM_2,NGIZIM_3	1	wals	ngz	2	1	NA	12.08	10.92
ngk	2652	Dalabon	ER	29	23	6	0	Gunwinyguan	5	4.5	Australia	BUAN	0	phoible	NA	NA	NA	0	-13.5	134.83
nha	2770	Nhanda	ER	33	27	6	0	Pama-Nyungan	1995	4.786	Australia	NHANDA	0	phoible	NA	NA	NA	0	-27	114.1
nhb	676	bɛ̀ŋ	AA	49	24	19	6	Mande	17000	2.921	Africa	BENG	1	phoible	NA	NA	NA	6	7.83	-4.25
nhg	NA	NA	NA	NA	NA	NA	0	Uto-Aztecan	3500	4.842	C America	TETELCINGO_NAHUATL	0	wals	nht	1	0	NA	19.67	-99
nhu	NA	NA	NA	NA	NA	NA	NA	Atlantic-Congo	40000	2.824	Africa	NONI	1	wals	non	3	1	NA	6.42	10.58
nia	1674	Nias	GM	25	19	6	0	Austronesian	770000	3.872	S/SE Asia	NIAS_NORTHERN,NIAS_SOUTHERN	0	phoible	NA	NA	NA	0	1	97.75
nie	1623	Lwaa	GM	59	25	31	3	Atlantic-Congo	5160	3.13	Africa	LUA_NIELLIM	1	phoible	lua	3	1	3	9.75	17.75
nig	2654	Ngalakgan	ER	27	22	5	0	Gunwinyguan	NA	4.605	Australia	NGALAKAN	0	phoible	NA	NA	NA	0	-14.25	134
nio	multiple	Nganasan (Avam)	multiple	30	20	10	0	Uralic	130	4.513	N-C Asia	NGANASAN,NGANASAN_2	0	phoible	nga	1	0	0	71	93
niq	NA	NA	NA	NA	NA	NA	NA	Nilotic	949000	4.463	Africa	NANDI,NANDI_2	1	wals	nan	2	1	NA	0.25	35
niv	multiple	Gilyak	multiple	39	31	8	0	Nivkh	200	3.537	N-C Asia	GILYAK,GILYAK_AMUR,GILYAK_EAST_SAKHALIN,GILYAK_NORTH_SAKHALIN,GILYAK_SOUTH_SAKHALIN,GILYAK_WEST_SAKHALIN,NIVKH	0	phoible	niv	2	1	0	53.33	142
niy	1470	Ngiti	GM	56	44	5	7	Central_Sudanic	100000	3.345	Africa	NGITI	1	phoible	nti	3	1	7	1.67	30.25
njh	1759	Lotha	RA	46	35	8	3	Sino-Tibetan	170000	3.408	S/SE Asia	NAGA_LOTHA	1	phoible	NA	NA	NA	3	26.5	94.25
nji	2686	Ngarnka	ER	21	17	4	0	Mirndi	NA	6.312	Australia	GUDANJI	0	phoible	NA	NA	NA	0	-15.43	134.42
njm	1703	Angami	RA	49	38	6	5	Sino-Tibetan	132000	3.462	S/SE Asia	ANGAMI	1	phoible	NA	NA	NA	5	25.67	94.5
njo	1704	Ao-Naga	RA	35	24	8	3	Sino-Tibetan	261000	3.554	S/SE Asia	NAGA_AO	1	phoible	ao	3	1	3	26.58	94.67
nju	multiple	Mirrniny	multiple	26	20	6	0	Pama-Nyungan	NA	4.968	Australia	NGADJUNMAYA	0	phoible	NA	NA	NA	0	-32.33	123.83
njx	1365	Nyanga	GM	55	44	7	4	Atlantic-Congo	116000	4.057	Africa	KUNYI	1	phoible	NA	NA	NA	4	-4	12.9
njy	1602	Njem	GM	42	20	20	2	Atlantic-Congo	7900	3.401	Africa	NJYEM,NJYEM_2	1	phoible	NA	NA	NA	2	2.3	14.12
njz	21	Dafla	SPA	27	16	9	2	Sino-Tibetan	230000	3.431	S/SE Asia	BANGNI_NYISHI,DOUYU_BANGNI,NISHING,NISI	1	phoible	nis	2	1	2	28	93
nkh	1742	Khezha	RA	53	42	8	3	Sino-Tibetan	40800	3.32	S/SE Asia	KHEZHA	1	phoible	NA	NA	NA	3	25.67	94.5
nko	1455	Nkonya	GM	34	20	14	0	Atlantic-Congo	20400	3.3	Africa	NKAMI	0	phoible	NA	NA	NA	0	7.17	0.25
nku	1607	Kulango	GM	46	27	17	2	Atlantic-Congo	29900	2.486	Africa	KULANGO_BOUNA	1	phoible	NA	NA	NA	2	9	-3
nla	963	Ngombale	PH	59	37	19	3	Atlantic-Congo	45000	2.5	Africa	NGOMBALE	1	phoible	NA	NA	NA	3	5.75	10.17
nld	multiple	Dutch	multiple	50.86	22.43	28.14	0.25	Indo-European	23025430	3.625	W and SW Eurasia	BRABANTIC,DUTCH,DUTCH_2	1	phoible	NA	NA	NA	0	50.75	4.5
nmf	1789	Tangkul Naga	RA	40	27	13	0	Sino-Tibetan	142000	3.606	S/SE Asia	NAGA_TANGKHUL	0	phoible	NA	NA	NA	0	25	94.5
nmi	1376	Nyam	GM	56	39	14	3	Afro-Asiatic	100	3.958	Africa	NYAM	1	phoible	NA	NA	NA	3	9.17	10.83
nml	950	Ndemli	PH	53	30	18	5	Atlantic-Congo	10000	3	Africa	NDEMLI	1	phoible	NA	NA	NA	5	4.67	10.17
nmm	multiple	Manange	multiple	43	30	10.5	3	Sino-Tibetan	390	2.77	S/SE Asia	MANANGE	1	phoible	NA	NA	NA	3	28.4	84.01
nmn	1379	!Xóõ	GM	161	130	28	3	Tuu	2500	3.578	Africa	AUNI,MASARWA_KAKIA,NU_EN,XOON,XOON_MASARWA,XOON_NUEN	1	phoible	xoo	3	1	3	-24	21.5
nmu	82	Maidu	SPA	24	18	6	0	Maiduan	NA	3.729	W N America	NE_MAIDU	0	phoible	mne	1	0	0	40	-120.67
nmz	796	nawdm	AA	35	21	14	0	Atlantic-Congo	146000	4.207	Africa	NAWDM	0	phoible	NA	NA	NA	0	8.67	1
nna	multiple	Nyangumata	multiple	24	18.5	5.5	0	Pama-Nyungan	310	5.143	Australia	NYANGUMARTA	0	phoible	NA	NA	NA	0	-20	121
nnr	2936	Narrungga	ER	27	21	6	0	Pama-Nyungan	24	4.69	Australia	NARUNGGA	0	phoible	NA	NA	NA	0	-34.67	137.5
nnw	1490	Nouni	GM	60	38	18	4	Atlantic-Congo	147000	2.722	Africa	SOUTHERN_NUNI	1	phoible	NA	NA	NA	4	11.52	-2.14
nod	multiple	Northern Thai (Chieng Mai)	multiple	33	21	12	3	Tai-Kadai	6029500	3.081	S/SE Asia	LAMPANG_THAI,TAI_CHIENGMAI	1	phoible	NA	NA	NA	3	18.3	99.5
nog	394	Nogai	EA	NA	NA	NA	0	Turkic	87260	3.718	W and SW Eurasia	NOGAI	0	phoible	NA	NA	NA	0	44	46
nor	multiple	Norwegian (Standard Østnorsk)	multiple	40	24	16	0	Indo-European	5189940	3.535	W and SW Eurasia	GJESTAL_NORWEGIAN,NORWEGIAN_BOKMAAL,NORWEGIAN_BOKMAAL_2,NORWEGIAN_NYNORSK_TOTEN,NORWEGIAN_RIKSMAL,SANDNES_NORWEGIAN	0	phoible	nor	2	1	0	61	8
now	1392	Kinyambo	GM	33	20	10	3	Atlantic-Congo	381000	3.778	Africa	NYAMBO	1	phoible	NA	NA	NA	3	-1.55	31
npi	multiple	Nepali	multiple	55	39	16	0	Indo-European	15451000	3.861	W and SW Eurasia	NEPALI	0	phoible	nep	1	0	0	28	85
nrb	2203	Nara	UZ	59	43	10	6	Nara	99800	3.447	Africa	NARA	1	phoible	nar	2	1	6	15.08	37.58
nri	1718	Chokri	RA	39	34	5	0	Sino-Tibetan	83600	3.333	S/SE Asia	NAGA_CHOKRI	0	phoible	NA	NA	NA	0	25.95	94.3
nrl	2843	Ngarluma	ER	23	20	3	0	Pama-Nyungan	32	4.779	Australia	NGALOOMA	0	phoible	NA	NA	NA	0	-20.83	117.5
nsg	1473	Ongamo	GM	31	22	9	0	Nilotic	200	5.321	Africa	ONGAMO	0	phoible	NA	NA	NA	0	-3.03	37.47
nsh	959	Ngishe	PH	34	26	6	2	Atlantic-Congo	9200	3.15	Africa	NGOSHIE	1	phoible	NA	NA	NA	2	6.05	9.83
nsm	multiple	Sema	multiple	45	33.5	8.5	3	Sino-Tibetan	104000	3.97	S/SE Asia	NAGA_SUMI	1	phoible	NA	NA	NA	3	26	94.5
nst	1790	Tangsa	RA	29	23	6	0	Sino-Tibetan	100100	3.635	S/SE Asia	YOGLI	0	phoible	NA	NA	NA	0	27.5	96.42
ntj	2962	Ngaanyatjarra	ER	23	17	6	0	Pama-Nyungan	1000	5.575	Australia	NGAANYATJARRA	0	phoible	NA	NA	NA	0	-26	126.5
ntm	1413	Nateni	GM	40	13	24	3	Atlantic-Congo	97300	4.013	Africa	NATENI	1	phoible	NA	NA	NA	3	10.5	1.17
nto	1662	Bokala-Nkole	GM	30	23	7	0	Atlantic-Congo	100000	3.222	Africa	LONTOMBA,NTOMBA,NTOMBA_2,NTOMBA_DE_BIKORO,NTOMBA_INONGO,NTOMBA_NJALE	0	phoible	NA	NA	NA	0	-2	18.33
nuj	1447	Nyole	GM	36	24	10	2	Atlantic-Congo	530000	5.184	Africa	NYOLE	1	phoible	NA	NA	NA	2	0.88	33.92
nuk	70	Nootka	SPA	47	37	10	0	Wakashan	130	4.75	W N America	NOOTKA	0	phoible	nuu	1	0	0	49.67	-126.67
nup	806	nupe	AA	38	25	8	5	Atlantic-Congo	1000000	3.49	Africa	NUPE,NUPE_TAKO,NUPE_TAKO_2	1	phoible	NA	NA	NA	5	9.1	5.42
nus	1534	Nuer	GM	48	20	28	0	Nilotic	893000	3.308	Africa	NUER	0	phoible	NA	NA	NA	0	8.33	32
nut	NA	NA	NA	NA	NA	NA	NA	Tai-Kadai	969000	2.697	S/SE Asia	NUNG,TAI_WESTERN_NUNG	1	wals	nun	3	1	NA	21.92	106.42
nuv	797	nʋni	AA	54	21	30	3	Atlantic-Congo	45000	3.471	Africa	NORTHERN_NUNI	1	phoible	NA	NA	NA	3	12.17	-3
nuy	multiple	Nunggubuyu	multiple	24.5	19	5.5	0	Gunwinyguan	110	5.309	Australia	NUNGGUBUYU	0	phoible	nug	1	0	0	-13.75	135.67
nwb	803	niaboua	AA	44	24	16	4	Atlantic-Congo	42700	3.19	Africa	NYABWA	1	phoible	NA	NA	NA	4	6.88	-6.84
nwe	1286	ngwe	GM	38	24	14	0	Atlantic-Congo	73200	3.966	Africa	NGWE	0	phoible	NA	NA	NA	0	5.5	9.9
nxn	multiple	Mayi-Thakurti	multiple	21.67	18.67	3	0	Pama-Nyungan	NA	4.766	Australia	NGAWUN	0	phoible	NA	NA	NA	0	-19	141.5
nxq	NA	NA	NA	NA	NA	NA	NA	Sino-Tibetan	300000	2.656	S/SE Asia	NAXI,NAXI_2	1	wals	nax	3	1	NA	27.5	100
nyf	multiple	Giryama	multiple	47	40	5	2	Atlantic-Congo	944000	3.593	Africa	CHWAKA,CONI,GIRYAMA,GIRYAMA_2,GIRYAMA_3,GIRYAMA_4,RABAI,RABAI_2	1	phoible	NA	NA	NA	2	-4.6	39.32
nyh	2693	Nyikina	ER	20	17	3	0	Nyulnyulan	68	5.343	Australia	NYIGINA	0	phoible	NA	NA	NA	0	-18	124.33
nyi	NA	NA	NA	NA	NA	NA	NA	Nyimang	142000	4.284	Africa	AMA_AFRICA	1	wals	nyi	3	1	NA	12.17	29.33
nym	970	Kinyamwezi	PH	53	36	14	3	Atlantic-Congo	1470000	3.533	Africa	KINYAMWEZI,NYAMWEZI,NYAMWEZI_2	1	phoible	NA	NA	NA	3	-5	33
nyp	NA	NA	NA	NA	NA	NA	NA	Kuliak	20	3.281	Africa	NYANGI	1	wals	nyg	2	1	NA	3.42	33.58
nys	multiple	Balardung	multiple	22	17	5	0	Pama-Nyungan	230	4.438	Australia	NYOONGAR,NYUNGA_EASTERN,NYUNGA_NORTHERN,NYUNGA_SOUTH_WESTERN	0	phoible	NA	NA	NA	0	-33.75	122
nyt	2862	Nyawaygi	ER	18	12	6	0	Pama-Nyungan	NA	4.705	Australia	NYAWAYGI	0	phoible	NA	NA	NA	0	-19	146.17
nza	1630	Mbembe	GM	116	99	12	5	Atlantic-Congo	60000	2.789	Africa	TIGON_MBEMBE	1	phoible	NA	NA	NA	5	6.83	10.75
nzb	1371	Nzɛbi	GM	34	24	8	2	Atlantic-Congo	140000	3.923	Africa	NDJABI,NJEBI,NZEBI_1,NZEBI_2	1	phoible	NA	NA	NA	2	-1.25	13
nzi	1399	Nzema	GM	40	24	14	2	Atlantic-Congo	365700	4.282	Africa	NZEMA,NZEMA_2	1	phoible	NA	NA	NA	2	5.17	-2.5
oaa	491	Uilta	EA	NA	NA	NA	0	Tungusic	50	4.531	N-C Asia	UILTA	0	phoible	NA	NA	NA	0	49.5	143.5
oca	117	Ocaina	SPA	38	27	9	2	Huitotoan	190	4.737	S America	OCAINA,OCAINA_2	1	phoible	oca	2	1	2	-2.75	-71.75
oci	multiple	Occitan (Gascon)	multiple	58	27	31	0	Indo-European	218310	3.952	W and SW Eurasia	GASCON,LANGUEDOCIEN,OCCITAN_ARANESE	0	phoible	NA	NA	NA	0	43.3	0.1
ojg	72	Ojibwa	SPA	27	16	11	0	Algic	25900	5.038	W N America	OJIBWA_EASTERN	0	phoible	oji	1	0	0	46	-80
okr	912	Kirike	PH	36	24	10	2	Ijoid	248000	3.911	Africa	OKRIKA	1	phoible	NA	NA	NA	2	4.45	7.03
oks	1382	Oko	GM	30	18	7	5	Atlantic-Congo	39300	3.688	Africa	OKO_OSANYE_ENI	1	phoible	NA	NA	NA	5	7.24	6.12
oku	975	Oku	PH	29	18	7	4	Atlantic-Congo	87000	2.978	Africa	KUO,OKU	1	phoible	NA	NA	NA	4	6.25	10.5
old	1644	Kimochi	GM	25	20	5	0	Atlantic-Congo	362000	3.684	Africa	MOCHI	0	phoible	NA	NA	NA	0	-3.1	36.9
ona	NA	NA	NA	NA	NA	NA	0	Chonan	NA	4.276	S America	ONA	0	wals	sel	1	0	NA	-53	-70
one	77	Oneida	SPA	22	10	12	0	Iroquoian	67	4.7	E N America	ONEIDA	0	phoible	ond	2	1	0	43	-75.67
ood	96	Pima	SPA	29	19	10	0	Uto-Aztecan	14160	4.281	W N America	TOHONO_OODHAM,UPPER_PIMA	0	phoible	ood	1	0	0	32	-112
